id,prediction
0,0.6793963
1,0.46895757
2,0.1902528
3,1.0
4,0.096587084
5,1.0
6,0.0873682
7,0.023166575
8,8.658495e-11
9,1.0
10,0.12857068
11,0.9999999
12,1.0
13,0.9999974
14,1.0
15,1.0
16,0.17439502
17,1.0
18,1.0
19,0.056280058
20,0.941382
21,0.99999785
22,1.7035174e-05
23,7.7578655e-09
24,0.30765635
25,0.9999999
26,0.7572413
27,1.0
28,0.51067775
29,1.0
30,0.76218206
31,1.0
32,2.2321676e-06
33,1.8375299e-06
34,0.831649
35,0.99999714
36,1.0
37,0.37508026
38,1.9388792e-06
39,0.110373095
40,6.0492204e-07
41,0.12164802
42,2.4947265e-06
43,0.12865098
44,0.9999994
45,1.0
46,1.0
47,1.1811659e-05
48,0.86792463
49,0.72310597
50,0.13563645
51,4.4699004e-06
52,0.32133803
53,2.5116873e-07
54,0.06828004
55,0.47093332
56,0.19790746
57,1.0
58,5.1347182e-05
59,0.110373095
60,1.0
61,1.0
62,0.99998987
63,0.15283951
64,0.06332156
65,2.499222e-06
66,0.6565041
67,0.336028
68,0.27446634
69,0.19986911
70,1.0
71,1.0
72,1.8775495e-06
73,0.2114584
74,0.23040105
75,1.0
76,0.050858356
77,1.0
78,0.17456265
79,1.0
80,0.7260853
81,1.0
82,0.39465734
83,0.6718586
84,0.54798955
85,0.09863021
86,0.53835416
87,2.1432982e-06
88,0.075145215
89,5.6109577e-05
90,1.13449765e-08
91,3.398796e-11
92,0.06204329
93,1.0
94,1.0
95,1.0
96,0.037400637
97,1.0
98,1.0
99,0.7894576
100,1.0
101,0.0636283
102,0.1880446
103,0.24834265
104,0.015875684
105,1.0
106,1.0
107,1.0
108,0.059605867
109,0.4693941
110,1.0
111,1.0
112,4.5247836e-10
113,0.26015967
114,0.06126906
115,0.47634807
116,0.50315934
117,0.122013606
118,0.4445299
119,1.5170089e-06
120,0.9999994
121,1.0
122,1.0
123,1.8602967e-05
124,0.0004810643
125,0.11879405
126,1.0
127,9.740667e-08
128,0.66155726
129,1.0
130,1.0
131,0.13609844
132,0.91161954
133,1.0602815e-08
134,0.5142803
135,1.0
136,0.022976043
137,1.0
138,0.3346478
139,1.0
140,1.0
141,0.562817
142,0.23634826
143,5.9519667e-08
144,0.2648379
145,0.20379838
146,1.0
147,1.0
148,8.793215e-06
149,0.7755812
150,0.17765738
151,0.9999784
152,1.0
153,0.003198159
154,0.046974577
155,1.0
156,0.27642727
157,0.081076555
158,0.44861498
159,0.096941814
160,1.0
161,0.28716946
162,0.11672976
163,0.9999999
164,0.3863121
165,0.6980348
166,0.01285948
167,0.07947155
168,0.72362226
169,1.0
170,1.0
171,0.25460917
172,0.119397394
173,0.03384103
174,0.16130708
175,1.0
176,0.55557346
177,0.18728346
178,0.14296962
179,2.3451513e-08
180,0.14340596
181,8.3676736e-05
182,0.33391947
183,0.07862285
184,1.0
185,0.44332024
186,0.00014521768
187,1.0
188,0.8015887
189,0.99999785
190,1.0
191,0.16761523
192,0.33977813
193,1.0
194,0.6504648
195,0.99999905
196,1.0
197,6.564255e-07
198,1.0
199,1.5647625e-09
200,1.0
201,1.0
202,1.0
203,0.6989697
204,0.9999999
205,0.58252937
206,6.4697014e-07
207,4.004858e-08
208,0.16372958
209,3.2027867e-05
210,0.45822796
211,0.63418734
212,0.2305244
213,0.99999774
214,0.092132665
215,1.0
216,1.0
217,0.33019716
218,0.5049085
219,0.45250925
220,1.0
221,0.32041296
222,0.40165034
223,1.0
224,1.0
225,0.36718652
226,0.86472446
227,1.0
228,0.1580108
229,1.0
230,0.100444704
231,0.6416372
232,0.9999999
233,0.43740812
234,0.61772853
235,1.0
236,0.17010696
237,0.12421485
238,0.9999999
239,1.0
240,1.0
241,0.9841814
242,5.021234e-06
243,0.99999976
244,1.0
245,0.36533603
246,0.20382722
247,1.0
248,0.15832211
249,0.06132685
250,0.52980465
251,1.0
252,1.0
253,0.5614686
254,1.0
255,0.13369572
256,1.0
257,1.0
258,8.032964e-07
259,1.0
260,0.023996599
261,1.0
262,0.0007280948
263,0.060862407
264,0.0296141
265,0.025811493
266,1.0
267,1.0
268,0.051682036
269,0.044134744
270,7.191639e-08
271,0.056621574
272,0.28341025
273,0.6482469
274,1.0
275,0.057643924
276,0.5548498
277,2.77715e-06
278,0.6320345
279,0.8080994
280,1.0
281,1.0
282,0.8372262
283,1.0
284,1.0
285,4.6094667e-07
286,1.3114215e-09
287,0.257284
288,0.43123418
289,0.3636815
290,0.25275746
291,7.7991426e-05
292,0.23838551
293,0.0005137493
294,1.0
295,9.390578e-06
296,0.99999785
297,0.67451495
298,0.56269974
299,1.0
300,5.1408326e-05
301,0.23663189
302,0.2645467
303,0.99999976
304,0.2204058
305,2.7298285e-05
306,0.16149876
307,1.0
308,0.20029558
309,0.791315
310,0.28119418
311,1.4643517e-07
312,1.0
313,0.1494138
314,0.34240612
315,1.0
316,1.0
317,0.9999999
318,0.28272834
319,1.0
320,0.31534088
321,0.18923523
322,0.27844495
323,0.078176394
324,1.0
325,3.2791028e-09
326,0.6475914
327,0.095933475
328,0.5493348
329,0.8805296
330,1.0
331,0.09245943
332,1.0
333,0.23696172
334,1.0
335,1.0
336,2.1194705e-07
337,0.57992905
338,0.6711963
339,0.27803707
340,0.72206986
341,1.0
342,1.0
343,0.49797598
344,1.0
345,0.9387189
346,0.8216934
347,1.5725146e-07
348,1.0
349,1.0
350,2.3739644e-06
351,0.99999964
352,0.99999976
353,0.6170337
354,0.77968967
355,0.33054268
356,0.6759832
357,6.112304e-05
358,0.382411
359,0.99999964
360,0.26668727
361,0.00012907923
362,0.0875013
363,0.13280378
364,0.9999999
365,0.9134043
366,1.0
367,0.12992752
368,4.4208695e-10
369,1.0
370,1.0
371,1.0
372,1.0
373,0.9996983
374,0.05985747
375,0.47992194
376,0.22696869
377,1.6315487e-06
378,0.5825756
379,0.15356354
380,0.0872336
381,1.0
382,1.0
383,6.170293e-06
384,0.06161121
385,0.18370648
386,0.07163713
387,0.61332095
388,0.9111314
389,0.71940696
390,0.27861187
391,0.058630724
392,4.7288002e-05
393,0.23445189
394,0.5543338
395,0.061568193
396,0.84787637
397,0.696879
398,1.0
399,0.1669225
400,0.45738018
401,1.0
402,0.2877934
403,7.996102e-05
404,0.18883134
405,0.99999714
406,0.8847004
407,0.21784604
408,0.20026568
409,0.20278648
410,1.0
411,2.5218476e-06
412,0.16789462
413,1.0
414,0.14512335
415,0.19697818
416,0.6887616
417,1.0
418,0.83943945
419,0.5468329
420,1.0
421,1.0
422,1.0
423,0.5270934
424,1.0
425,0.0256194
426,0.5475869
427,1.0
428,1.0
429,0.53992444
430,0.59687656
431,0.0979834
432,1.0
433,1.0
434,0.2376303
435,1.5003694e-07
436,0.024385694
437,0.094131075
438,1.0
439,0.12651466
440,0.1288924
441,0.23769484
442,0.046224963
443,1.0
444,0.50830376
445,1.0
446,0.17887773
447,1.0
448,2.914886e-06
449,0.4972208
450,0.37203005
451,0.33659902
452,0.999987
453,1.2106171e-05
454,0.22221017
455,0.09246164
456,0.32322368
457,1.0
458,1.0
459,2.5976868e-07
460,1.0
461,1.0
462,0.46003017
463,0.34920684
464,0.9999999
465,1.0
466,1.0
467,1.0
468,4.2089038e-08
469,2.6335483e-05
470,0.014410867
471,1.8594596e-05
472,0.17341013
473,0.99999964
474,0.19012788
475,1.0
476,1.0
477,0.050297778
478,1.0
479,1.0
480,0.50704
481,0.26428068
482,3.736368e-10
483,0.23753439
484,1.0
485,1.0
486,0.30415374
487,3.2715707e-07
488,2.119969e-06
489,0.007041286
490,0.07637008
491,1.0
492,0.8615595
493,0.08361945
494,0.19615147
495,0.0004420248
496,1.5701021e-06
497,1.0
498,0.32593817
499,0.90204644
500,0.35298708
501,0.71739817
502,0.12782674
503,0.096882254
504,1.0
505,0.51070666
506,0.68330806
507,0.5546097
508,0.4432192
509,9.4825464e-07
510,0.44517794
511,0.34751886
512,1.0
513,1.0
514,0.19866945
515,0.3036355
516,1.0
517,0.062008746
518,1.0
519,0.3792856
520,1.0
521,1.0
522,1.0
523,0.015098239
524,0.7804282
525,0.10956307
526,1.0
527,0.29908943
528,0.8266164
529,1.0
530,0.9999958
531,0.11260108
532,1.2064289e-05
533,0.19049408
534,1.4236241e-09
535,0.2884578
536,1.0
537,0.3428325
538,1.3863484e-08
539,0.48535565
540,1.0
541,1.0
542,1.0
543,0.19829167
544,0.20509553
545,0.94796956
546,0.4356505
547,0.28531215
548,0.6663919
549,0.31434736
550,1.0
551,0.24277629
552,0.065853514
553,0.19348739
554,1.5019304e-05
555,1.0
556,0.31384546
557,0.120403185
558,1.0
559,0.12475601
560,1.0
561,0.22293504
562,0.2786323
563,2.6401045e-07
564,0.17782077
565,1.0
566,4.352816e-05
567,1.0
568,1.0
569,0.25409254
570,1.4360699e-05
571,1.0
572,0.00016078634
573,0.20430587
574,0.31134772
575,0.09066801
576,6.988704e-09
577,1.0
578,0.60250694
579,0.5655065
580,0.3182878
581,1.0
582,1.0
583,0.01213771
584,3.2509377e-08
585,0.4832384
586,0.8265803
587,0.056123834
588,0.1304174
589,0.44379845
590,0.03669476
591,1.0
592,1.0
593,1.0
594,1.0
595,0.10031593
596,1.0
597,1.0
598,3.7462127e-07
599,0.38935846
600,1.0
601,0.20606902
602,1.0
603,6.8901245e-05
604,0.2630276
605,1.0
606,1.0
607,1.0
608,1.0
609,1.0
610,0.12505104
611,0.35195595
612,1.0
613,2.4086432e-07
614,0.29848465
615,0.70295924
616,1.0
617,1.0742687e-11
618,0.15872699
619,9.35398e-07
620,0.32649434
621,0.059102904
622,0.097341806
623,0.120712
624,0.050813373
625,2.2981271e-06
626,1.0
627,0.69455624
628,1.0
629,9.917883e-07
630,0.014692853
631,0.112782136
632,0.1985195
633,0.2668345
634,1.0
635,0.024529923
636,1.0
637,0.47157302
638,0.21360153
639,0.9999999
640,1.0
641,1.0
642,5.631921e-08
643,7.1777875e-05
644,0.17253682
645,1.0
646,0.057287093
647,1.0
648,0.23912072
649,0.30660215
650,0.17167598
651,1.0
652,1.0
653,1.0
654,0.055012435
655,0.11604052
656,0.14537658
657,0.99440044
658,8.6714145e-08
659,0.033845816
660,0.2472063
661,1.0
662,0.21164836
663,0.19438736
664,1.0
665,0.22507954
666,1.0
667,1.0
668,0.2525095
669,0.09712871
670,0.14217317
671,2.5290137e-12
672,0.72441363
673,0.19934382
674,0.18818524
675,1.0
676,3.714115e-06
677,1.0
678,0.704338
679,1.0
680,4.3629488e-08
681,0.34726515
682,0.5689182
683,1.0
684,1.0
685,0.36195746
686,1.0
687,1.0
688,0.61527455
689,1.0
690,1.4291568e-06
691,0.9999355
692,0.9999999
693,1.0
694,0.51483434
695,6.709855e-07
696,0.20206977
697,1.9383394e-10
698,0.09148823
699,1.0
700,0.11533453
701,1.0
702,0.8744309
703,0.20768856
704,0.19768073
705,4.7028376e-08
706,3.278086e-11
707,0.22301829
708,0.04954195
709,7.3204426e-08
710,1.0
711,0.34728497
712,1.0
713,0.99999964
714,0.007574882
715,0.43275926
716,0.84051174
717,0.23445189
718,3.4263712e-06
719,0.44643983
720,0.9999857
721,0.2147336
722,0.10325218
723,1.0
724,0.48379573
725,1.0
726,1.10688825e-05
727,3.5349856e-10
728,1.0
729,0.15182167
730,0.5897118
731,0.035801966
732,0.84394014
733,0.9999999
734,0.2803762
735,0.15027675
736,1.0
737,0.08845805
738,1.0
739,2.2453994e-08
740,0.3044494
741,0.6838872
742,0.68202144
743,0.40504718
